id,title,primary,secondary,year,doi,animals,feedback,models_ref,models2,reviews,has_pdf,has_notes,notes
recH9rSuUtGykbuWE,Control of Cat Walking and Paw-Shake by a Multifunctional Central Pattern Generator,Bondy,Klishko; Edwards; Prilutsky; Cymbalyuk,2016,10.1007/978-1-4939-3267-2_12,Cat; Mammals,,,Bondy 2016,,True,True,A single half-center CPG model with two coexisting activity regimes — fast ~10 Hz paw-shake and slow ~2 Hz walking — drives a neuromechanical cat-hindlimb model to produce either behavior when regime-appropriate spinal synaptic weights are selected; paw skin afferent input is proposed as the trigger for selecting both the CPG regime and the spinal circuitry.
recHGgTieMzq4gPKA,"Mechanics of slope walking in the cat: quantification of muscle load, length change, and ankle extensor EMG patterns.",Gregor,Smith; Prilutsky,2006,10.1152/jn.01300.2004,,,,,,True,False,
recHJnvaYJhD78VXW,Balance responses to lateral perturbations in human treadmill walking,Hof,,2010,10.1242/jeb.042572,Human,,,Hof 2010,,False,True,"Computational model study. It has been shown that this dependency can conveniently be described by introducing a new point, the ‘extrapolated centre of mass’, XcoM, defined as (Hof et al., 2005): The XcoM can be seen as a point on the ground, a distance vz/0 removed from the..."
recHO6cXTO7rowMc5,High speed trot-running: Implementation of a hierarchical controller using proprioceptive impedance control on the MIT Cheetah,Hyun,,2014,10.1177/0278364914532150,,,,Hyun 2014,,False,True,Computational model study. The developed controller enables high-speed running of up to 6 m/s (Froude number of Fr ≈ 7.34) incorporating proprioceptive feedback and programmable virtual leg compliance of the MIT Cheetah.
recHUhzNl3CEaF8pE,Leg Coordination Mechanisms in the Stick Insect Applied to Hexapod Robot Locomotion,Espenschied,Chiel; Quinn; Beer,1993,10.1177/105971239300100404,Stick Insect,,,,,True,True,"Three of the mechanisms believed to be responsible for leg coordination in the stick insect, Carausius morosus, are used to control the straight-line locomotion of a hexapod robot on a smooth surface. The robot walks with a continuum of statically stable insectlike gaits in response to a single, scalar user input that controls the speed of locomotion. This control strategy is highly robust in the sense that the controller continues to maintain its basic function of causing the robot to walk effectively despite large perturbations to the controller. This controller robustness was demonstrated by inducing a wide variety of lesions (severing of connections) and performing parameter sensitivity studies."
recHUmIbC15rFPFRa,A controller for continuous wave peristaltic locomotion,Boxerbaum et al.,,2011,10.1109/iros.2011.6094954,,,,Boxerbaum 2011,,False,True,Controller for continuous-wave peristaltic locomotion in a worm-like robot; traveling-wave body actuation with local reflexes.
recHVDRu5Qrj4cgFZ,Rare phenomena of central rhythm and pattern generation in a case of complete spinal cord injury,Minassian,Bayart; Lackner; Binder; Freundl; Hofstoetter,2023,10.1038/s41467-023-39034-y,,,,,,True,False,
recHcv62OUhTEklV2,"Assessing sensory function in
locomotor systems using
neuro-mechanical simulations",Pearson,Ekeberg; Büschges,2006,10.1016/j.tins.2006.08.007,,,,,,True,True,"Review paper
K Pearson, Ö Ekeberg, A Büschges 
Cited by Geyer and Herr, 2010.

Computer simulations are being used increasingly to
gain an understanding of the complex interactions
between the neuronal, sensory, muscular and mechanical components of locomotor systems. Recent neuromechanical simulations of walking in humans, cats and
insects, and of swimming in lampreys, have provided
new information on the functional role of specific groups
of sensory receptors in regulating locomotion. As we
discuss in this review, these studies also make it clear
that a full understanding of the neural and mechanical
mechanisms that underlie locomotion can be achieved
only by using simulations in parallel with physiological
investigations. The widespread implementation of this
approach would be enhanced by the development of
freely available and easy-to-use software tools."
recHnESCpMQBAkl1J,Mechanical models for insect locomotion: dynamics and stability in the horizontal plane - II. Application,Schmitt,,2000,10.1007/s004220000180,,,,,,False,False,
recHnYpaDZj46nxzi,Mechanical entrainment of fictive locomotion in the decerebrate cat.,Kriellaars,Brownstone; Noga; Jordan,1994,10.1152/jn.1994.71.6.2074,,,,,,False,False,
recHoAYp5AUdgYEZA,Spinal control of locomotion before and after spinal cord injury,Danner,Shepard; Hainline; Shevtsova,2023,10.1016/j.expneurol.2023.114496,,,,,,False,False,
recHvBzfe0ynV9oj6,LOCOMOTION CHARACTERIZATION OF DCC AND NCK2 MUTANT MICE,Li,,2019,,,,,,,False,False,
recHxIBb0B7o5UuG1,Safe adjustment regions for legged locomotion paths,Chestnutty,,2010,10.1109/ichr.2010.5686829,,,,,,False,False,
recHzZPAbILVjbMvT,"Segmental, Synaptic Actions of Commissural Interneurons in the Mouse Spinal Cord",Quinlan and Kiehn,,2007,10.1523/jneurosci.1618-07.2007,Mice; Mammals,,,,,False,True,"Connectivity map of mouse commissural interneurons: short- and long-range CINs directly excite (glutamatergic) or directly/indirectly inhibit (glycinergic and/or GABAergic) contralateral motoneurones, so left–right coordination is organized as a dual-inhibitory plus single-excitatory CIN system."
recI3QJS6rddKdgQH,The role of Renshaw cells in locomotion: antagonism of their excitation from motor axon collaterals with intravenous mecamylamine,Noga,Shefchyk; Jamal; Jordan,1987,10.1007/bf00236206,,,,,,False,False,
recI4Ce5JAW7KMuFZ,A Gradient Rule for the Plasticity of a Neuron’s Intrinsic Excitability,Hutchison,,2005,10.1007/11550822_11,,,,Hutchison 2005,,False,True,"Computational model study. In simulations, we show that the rule works eﬃciently."
recI5aEUj7n4OaKwn,Combining series elastic actuation and magneto-rheological damping for the control of agile locomotion,Garcia,,2011,10.1016/j.robot.2011.06.006,,,,,,False,True,"This paper describes the locomotion control of a leg prototype, designed and developed to make a quadruped walk dynamically while exhibiting compliant interaction with the environment."
recIBEMEe0glxwdTn,Organization of common synaptic drive to motoneurones during fictive locomotion in the spinal cat,Nielsen et al.,,2005,10.1113/jphysiol.2005.091744,Cat,,,,,False,True,Common drive to motoneurones during fictive locomotion is organized in low-frequency coherent components that group muscles into functional synergies; locomotor drive is shared rather than muscle-specific.
recIKY3z8nHIQBBVJ,Distributed force feedback in the Spinal Cord and the regulation of limb mechanics,Nichols,,2018,10.1152/jn.00216.2017,Cat; Human,Ib disynaptic inhibition; Ib disynaptic excitation; Ia monosynaptic,,,,True,True,Review Update Paper; This paper show able to give insight to the inhibitory and excitatory force feedback during locomotion
recIMljvactCJg6GG,Further studies of static and dynamic fusimotor fibres,Crowe,,1964,10.1113/jphysiol.1964.sp007477,,,,,,False,False,
recIdI8YrmaLibA9l,Reliability and stochastic synchronization in type I vs. type II neural oscillators,Galán,,2007,10.1016/j.neucom.2006.10.075,,,,,,False,False,
recIhOvaSNayH0LjN,The effective neural drive to muscles is the common synaptic input to motor neurons,Farina,,2014,10.1113/jphysiol.2014.273581,,,,Farina 2014,,False,True,"Computational model study. It is shown theoretically that for frequencies smaller than the average discharge rates of the motor neurons, the pool of motor neurons determines a pure ampliﬁcation of the frequency components common to all motor neurons, so that the common input is transmitted almost undistorted and..."
recIjP2Mi5teZyaov,Distinct roles of spinal commissural interneurons in transmission of contralateral sensory information,Laflamme,Markin; Deska-Gauthier; Banks,2023,10.1016/j.cub.2023.07.014,,,,,,False,False,
recIoE5x70gjV9MBq,Human hip–ankle coordination emerging from multisensory feedback control,Hettich,,2014,10.1016/j.humov.2014.07.004,Human,,,Hettich 2014,,False,True,Computational model study. This study postu- lates that the coordination emerges from interactions on the sen- sory levels in the feedback control.
recIoqMm5pjzrrBkv,Deep learning,LeCun,,2015,10.1038/nature14539,,,,,,False,True,"3Department of Computer Science and Operations Research Université de Montréal, Pavillon André-Aisenstadt, PO Box 6128 Centre-Ville STN Montréal, Quebec H3C 3J7, Canada."
recIpNrSMGJDUWbbu,Cutaneous inputs from perineal region facilitate spinal locomotor activity and modulate cutaneous reflexes from the foot in spinal cats.,Merlet,Harnie; Macovei; Doelman; Gaudreault; Frigon,2021,10.1002/jnr.24791,,,,,,False,False,
recIzLR7pGD7JCzhs,Central pattern generators and the control of rhythmic movements,Marder and Bucher,,2001,10.1016/s0960-9822(01)00581-4,Vertebrates; Insects; Arthropods,,,,Marder and Bucher 2001,True,True,"Review of central pattern generators: rhythmic motor output can be produced with no sensory or descending timing cues, and neuromodulation reconfigures the same circuit to generate multiple patterns — the framework in which one spinal network can produce many gaits, with general principles drawn from invertebrate circuits and vertebrate spinal cord and brainstem."
recIzSEo9c2ncsgD0,Inhibition of flexor burst generation by loading ankle extensor muscles in walking cats,Duysens and Pearson,,1980,10.1016/0006-8993(80)90206-1,Cat,Ib stance to swing,,,,True,True,It has been found that decreased load detected by Golgi organs encourages swing muscles to activate
recJ3ZtAYEvlGiThj,Sensory Systems in the Control of Movement,Procházka and Ellaway,,2012,10.1002/cphy.c100086,Mammals; Human,,,,Prochazka and Ellaway 2012,True,True,"Comprehensive Physiology review of somatosensory control of movement: muscle-receptor response properties and reflex actions, CPG–sensory interactions, and the proposal that a descending command related to bodily velocity controls locomotion through stereotyped activation–phase relationships, with sensory input modulating both the timing and the pattern-forming layers of the CPG machinery."
recJ7cgrCX7pokhZO,Attitude and Altitude Controller Design for Quad-Rotor Type MAVs,Wang,,2013,10.1155/2013/587098,,,,Wang 2013,,False,True,"Computational model study. In order to show the effectiveness of the PD-A over the PD, theoretical and experimental studies were carried out based on one degree of freedom quadcopter model."
recJ988LEyoLACI7e,Neuromusculoskeletal Modeling for the Adaptive Control of Posture During Locomotion,Aoi,,2016,10.1007/978-1-4939-3267-2_8,,,,,,True,False,
recJD7pTyDztcipnH,Motor neurons and the generation of spinal motor neurons diversity,Stifani,,2014,10.3389/fncel.2014.00293,Human,,,,Stifani 2014,True,True,"Review of motor neurons generation spinal motor. During development, SpMNs emerge from dividing progenitor cells located in the medial portion of the ventral neural tube."
recJEiw9uGUO59CPy,Sensory Influences on Interlimb Coordination During Gait,Duysens et al.,,2004,10.1007/978-1-4419-9056-3_1,Cat; Human,,,,Duysens 2004,False,True,Review of sensory influences on interlimb coordination during gait across species and preparations; organizes cutaneous and proprioceptive contributions to interlimb phase coupling.
recJILOKoDMJ1fuHb,Locomotor pattern generation and descending control: a historical perspective,Dubuc,Cabelguen; Ryczko,2023,10.1152/jn.00204.2023,,,,,,False,False,
recJJ6OoJPEGbnw1b,Modelling of intersegmental coordination in the lamprey central pattern generator for locomotion,Cohen,,1992,10.1016/0166-2236(92)90006-t,Lamprey,,,,,False,False,
recJS9aPjOb9dZHJT,Bio-inspired Distributed Strain and Airflow Sensing for Small Unmanned Air Vehicle Flight Control,Araujo-Estrada,,2017,10.2514/6.2017-1487,Insects,,,,,False,True,These results suggest that distributed mechanosensing and airﬂow sensin g both oﬀer advantages beyond traditional ﬂight control based on rigid body state estimat ion using inertial sensing.
recJYMLbsrfjj6vFl,Spinal interneurons providing input to the final common path during locomotion,Brownstone and Bui,,2010,10.1016/b978-0-444-53613-6.00006-x,Mammals; Cat,,,,Brownstone and Bui 2010,False,True,Spinal interneurons providing input to the final common path during locomotion; framework relating interneuron diversity to the assembly of locomotor commands.
recJYWTYhwjWYLXS4,Mechanical effort predicts the selection of ankle over hip strategies in nonstepping postural responses,Afschrift,,2016,10.1152/jn.00127.2016,Human,,,Afschrift 2016,,False,True,"Computational model study. First pub- lished August 3, 2016; doi:10.1152/jn.00127.2016.—Experimental studies have shown that a continuum of ankle and hip strategies is used to restore posture following an external perturbation."
